#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
9172089|2013-08-11T08:24:13|24.8412|91.847|14.1|ISC|ISC|ISC|604645853|mb|3.7|ISC|INDIA-BANGLADESH BORDER REGION
9166994|2013-08-07T06:16:59|29.9032|82.6623|0.0|IDC|ISC|ISC|604645691|mb|3.6|IDC|NEPAL
9166295|2013-08-06T15:44:43|29.891|82.9178|0.0|IDC|ISC|ISC|604645648|mb|3.5|IDC|NEPAL
9164509|2013-08-04T23:14:09|28.2802|87.1786|34.0|ISC|ISC|ISC|603308553|mb|4.3|NEIC|XIZANG
9140604|2013-07-15T19:39:43|28.3949|87.6585|52.0|ISC|ISC|ISC|603233166|mb|4.7|NEIC|XIZANG
9136476|2013-07-12T07:01:32|26.3136|90.7713|45.1|ISC|ISC|ISC|603239515|mb|4.1|NEIC|NORTHEASTERN INDIA
9131317|2013-07-08T03:44:21|24.1472|91.4189|15.0|ISC|ISC|ISC|603234184|mb|4.1|NEIC|INDIA-BANGLADESH BORDER REGION
9119904|2013-06-28T11:40:48|28.7098|82.2897|19.7|ISC|ISC|ISC|603157284|MW|5.0|GCMT|NEPAL
9118146|2013-06-26T22:22:11|26.698|85.9701|60.0|ISC|ISC|ISC|603791551|Ml|4.5|DMN|NEPAL-INDIA BORDER REGION
9115037|2013-06-24T15:34:52|28.5914|86.6969|35.0|ISC|ISC|ISC|603095971|mb|3.5|ISC|XIZANG
9114649|2013-06-24T08:27:58|25.697|90.702|10.0|NDI|ISC|ISC|606595466|ML|3.2|NDI|INDIA-BANGLADESH BORDER REGION
9108907|2013-06-20T02:41:46|24.6831|90.2228|31.3|ISC|ISC|ISC|603265230|mb|3.8|ISC|BANGLADESH
9108599|2013-06-19T19:45:22|25.3358|91.5431|28.0|ISC|ISC|ISC|606595465|ML|3.5|NDI|INDIA-BANGLADESH BORDER REGION
9106619|2013-06-18T00:57:55|24.172|91.422|18.6|NDI|ISC|ISC|606595463|ML|3.6|NDI|INDIA-BANGLADESH BORDER REGION
9092845|2013-06-06T19:00:55|27.9183|89.4895|10.0|ISC|ISC|ISC|603055218|mb|3.9|NEIC|BHUTAN
9088546|2013-06-03T06:40:43|24.158|91.644|15.9|NDI|ISC|ISC|606595454|ML|3.5|NDI|INDIA-BANGLADESH BORDER REGION
9088344|2013-06-03T01:20:02|25.7627|91.2525|10.0|DMN|ISC|ISC|603791475|Ml|4.7|DMN|INDIA-BANGLADESH BORDER REGION
9087996|2013-06-02T19:23:53|27.288|91.917|10.0|NDI|ISC|ISC|606595453|ML|3.2|NDI|BHUTAN
9265558|2013-05-31T06:04:32|29.8015|81.8007|7.0|ISC|ISC|ISC|603791458|Ml|4.5|DMN|NEPAL
9264207|2013-05-29T21:09:04|28.4653|87.7846|43.3|ISC|ISC|ISC|603031276|mb|3.8|ISC|XIZANG
9260657|2013-05-26T17:38:54|27.6959|85.3545|10.0|ISC|ISC|ISC|606942833|mb|3.6|ISC|NEPAL
9260519|2013-05-26T14:31:40|24.2|91.588|11.9|NDI|ISC|ISC|606595449|ML|3.0|NDI|INDIA-BANGLADESH BORDER REGION
9249995|2013-05-18T05:42:58|29.9837|88.089|37.0|ISC|ISC|ISC|606942588|mb|3.8|ISC|XIZANG
9245423|2013-05-14T09:59:20|29.6125|82.1282|27.0|ISC|ISC|ISC|603147115|mb|4.0|NEIC|NEPAL
9245096|2013-05-14T03:18:26|29.6137|82.2851|35.0|ISC|ISC|ISC|606942456|mb|3.5|ISC|NEPAL
9245089|2013-05-14T03:13:02|29.7308|81.3257|10.0|ISC|ISC|ISC|606942455|mb|3.6|ISC|NEPAL
9241383|2013-05-10T22:11:24|24.347|91.793|24.3|NDI|ISC|ISC|606595440|ML|3.5|NDI|INDIA-BANGLADESH BORDER REGION
9334014|2013-04-29T07:46:17|27.6132|82.7203|0.0|IDC|ISC|ISC|603041702|mb|3.7|IDC|NEPAL-INDIA BORDER REGION
9333395|2013-04-28T18:28:13|29.5272|81.3859|27.0|ISC|ISC|ISC|602903393|mb|3.6|ISC|NEPAL
9331530|2013-04-27T07:41:39|29.099|79.098|10.0|NDI|ISC|ISC|606595414|ML|3.0|NDI|NORTHERN INDIA
9329392|2013-04-25T14:55:00|24.707|91.831|10.0|NDI|ISC|ISC|606595411|ML|3.2|NDI|INDIA-BANGLADESH BORDER REGION
9329376|2013-04-25T14:38:41|29.8386|80.6561|23.0|ISC|ISC|ISC|603041524|mb|3.7|ISC|NEPAL-INDIA BORDER REGION
9321427|2013-04-20T14:24:58|27.3413|88.6409|10.3|ISC|ISC|ISC|603041206|mb|3.7|ISC|SIKKIM, INDIA
9319595|2013-04-19T06:35:48|27.4611|87.9788|10.0|ISC|ISC|ISC|602874108|mb|4.2|NEIC|NEPAL
9315843|2013-04-16T15:41:12|25.685|90.869|10.0|NDI|ISC|ISC|606595403|ML|3.2|NDI|INDIA-BANGLADESH BORDER REGION
9312511|2013-04-13T19:54:42|29.4218|80.7238|0.0|IDC|ISC|ISC|603040536|mb|3.3|IDC|NEPAL-INDIA BORDER REGION
9307070|2013-04-09T21:46:30|25.58|91.68|10.0|NDI|ISC|ISC|606595395|ML|3.1|NDI|INDIA-BANGLADESH BORDER REGION
9065207|2013-03-31T13:05:18|28.8879|87.1646|35.0|ISC|ISC|ISC|602759129|mb|3.7|ISC|XIZANG
9064690|2013-03-31T01:26:49|28.8676|81.0585|0.0|IDC|ISC|ISC|606941957|mb|3.6|IDC|NEPAL-INDIA BORDER REGION
9048836|2013-03-17T11:59:14|27.0838|87.4121|0.0|IDC|ISC|ISC|606940429|mb|3.1|IDC|NEPAL
9034154|2013-03-06T16:49:47|28.6657|82.2308|16.2|ISC|ISC|ISC|602579435|mb|5.0|NEIC|NEPAL
9033454|2013-03-06T04:28:36|29.652|80.419|10.0|NDI|ISC|ISC|606595377|ML|3.3|NDI|NEPAL-INDIA BORDER REGION
9031595|2013-03-04T16:05:27|26.057|91.355|10.0|NDI|ISC|ISC|606595376|ML|4.0|NDI|NORTHEASTERN INDIA
9031328|2013-03-04T11:39:32|25.433|91.609|19.6|NDI|ISC|ISC|606595375|ML|3.3|NDI|INDIA-BANGLADESH BORDER REGION
9025892|2013-02-27T14:50:14|29.8852|79.8251|16.0|ISC|ISC|ISC|606938782|mb|3.5|ISC|NORTHERN INDIA
9025779|2013-02-27T12:27:13|25.647|90.671|10.0|NDI|ISC|ISC|606595371|ML|3.6|NDI|INDIA-BANGLADESH BORDER REGION
9018745|2013-02-21T23:39:35|29.9609|87.8931|10.0|ISC|ISC|ISC|602536917|mb|4.2|NEIC|XIZANG
9018680|2013-02-21T22:09:59|29.916|87.9525|37.0|ISC|ISC|ISC|602536916|mb|3.7|ISC|XIZANG
9016182|2013-02-19T21:05:11|25.3646|89.1179|10.0|ISC|ISC|ISC|602448261|mb|4.1|NEIC|INDIA-BANGLADESH BORDER REGION
8999874|2013-02-07T01:08:40|29.4716|81.009|17.0|ISC|ISC|ISC|602857676|mb|3.8|ISC|NEPAL
8999571|2013-02-06T20:11:04|29.7124|87.4657|0.0|IDC|ISC|ISC|606936327|mb|3.4|IDC|XIZANG
8997857|2013-02-05T19:26:51|28.1337|87.2601|10.0|ISC|ISC|ISC|602857135|mb|3.7|ISC|XIZANG
8995966|2013-02-04T07:51:25|29.5774|80.8134|10.0|DMN|ISC|ISC|602876435|Ml|3.4|DMN|NEPAL-INDIA BORDER REGION
8995936|2013-02-04T07:07:19|28.5195|86.5396|100.0|ISC|ISC|ISC|606935752|mb|3.7|ISC|XIZANG
8993361|2013-02-02T05:59:49|29.8847|87.9638|10.0|ISC|ISC|ISC|606935590|mb|3.7|ISC|XIZANG
8989120|2013-01-29T19:43:01|29.7321|80.653|19.0|ISC|ISC|ISC|602856619|mb|3.7|ISC|NEPAL-INDIA BORDER REGION
8982938|2013-01-24T13:58:27|29.023|89.427|10.0|NDI|ISC|ISC|606595108|ML|3.3|NDI|XIZANG
8980565|2013-01-22T04:32:38|29.6838|89.6509|35.0|ISC|ISC|ISC|602342991|mb|3.7|ISC|XIZANG
8976289|2013-01-17T20:59:49|29.3514|81.433|27.0|ISC|ISC|ISC|602566909|mb|4.5|NEIC|NEPAL
8976046|2013-01-17T16:50:35|28.7|79.733|20.0|NDI|ISC|ISC|606595105|ML|3.1|NDI|NORTHERN INDIA
8974327|2013-01-16T00:17:39|29.6406|91.9239|0.0|IDC|ISC|ISC|602323943|mb|3.6|IDC|XIZANG
8973400|2013-01-15T03:04:28|26.393|89.769|10.0|NDI|ISC|ISC|606595103|ML|3.5|NDI|INDIA-BANGLADESH BORDER REGION
8971957|2013-01-13T17:35:48|26.519|86.132|10.0|NDI|ISC|ISC|606595101|ML|3.0|NDI|NEPAL-INDIA BORDER REGION
8969820|2013-01-11T15:51:35|28.377|87.179|30.0|NDI|ISC|ISC|606595099|ML|3.3|NDI|XIZANG
8967390|2013-01-09T10:05:03|29.9647|88.0114|37.0|ISC|ISC|ISC|602312206|mb|3.8|ISC|XIZANG
8967261|2013-01-09T07:44:16|29.7268|81.6978|15.5|ISC|ISC|ISC|602216713|mb|5.0|NEIC|NEPAL
8966778|2013-01-08T21:41:33|29.8081|87.6558|0.0|IDC|ISC|ISC|602312146|mb|3.6|IDC|XIZANG
8964809|2013-01-06T23:47:09|29.0995|80.604|35.0|ISC|ISC|ISC|602855255|mb|3.4|ISC|NEPAL-INDIA BORDER REGION
8960658|2013-01-03T03:51:10|28.363|87.895|35.0|NDI|ISC|ISC|606595052|ML|3.5|NDI|XIZANG
8960235|2013-01-02T17:42:17|29.3814|81.1469|17.0|ISC|ISC|ISC|602854995|mb|4.7|NEIC|NEPAL
8960107|2013-01-02T14:53:43|27.369|88.786|15.0|NDI|ISC|ISC|606595051|ML|3.2|NDI|SIKKIM, INDIA
8956525|2012-12-30T08:16:43|24.2524|91.715|28.5|ISC|ISC|ISC|602064922|mb|4.3|NEIC|INDIA-BANGLADESH BORDER REGION
8946865|2012-12-21T02:23:53|28.4577|88.7263|100.0|ISC|ISC|ISC|602054779|mb|4.2|NEIC|XIZANG
8943289|2012-12-17T12:48:03|24.7118|91.5888|9.3|ISC|ISC|ISC|602391543|mb|3.4|IDC|INDIA-BANGLADESH BORDER REGION
8938842|2012-12-13T08:41:57|24.9228|88.836|35.0|ISC|ISC|ISC|602391244|mb|3.6|ISC|INDIA-BANGLADESH BORDER REGION
8933169|2012-12-07T18:31:08|28.5605|83.6333|35.0|ISC|ISC|ISC|602390720|mb|3.6|ISC|NEPAL
8926421|2012-11-30T19:39:28|27.2267|88.2819|10.0|ISC|ISC|ISC|601995494|mb|4.7|NEIC|SIKKIM, INDIA
8909159|2012-11-14T17:58:04|29.206|80.3922|0.0|IDC|ISC|ISC|602389398|mb|3.2|IDC|NEPAL-INDIA BORDER REGION
8906696|2012-11-12T12:42:25|29.6441|81.6883|27.0|ISC|ISC|ISC|602081233|mb|3.6|ISC|NEPAL
8905994|2012-11-11T18:39:22|29.4053|81.4466|27.0|ISC|ISC|ISC|601883951|mb|4.8|NEIC|NEPAL
8899542|2012-11-05T13:07:59|28.3521|86.2047|74.9|ISC|ISC|ISC|601874312|mb|4.5|NEIC|XIZANG
8898007|2012-11-04T02:13:28|29.5877|81.7753|31.0|ISC|ISC|ISC|602388785|mb|3.4|ISC|NEPAL
8891519|2012-10-29T00:34:57|25.645|91.839|10.0|NDI|ISC|ISC|606594947|ML|3.4|NDI|INDIA-BANGLADESH BORDER REGION
8888729|2012-10-26T13:40:36|29.5116|82.2918|0.0|IDC|ISC|ISC|601999742|mb|3.5|IDC|NEPAL
8883248|2012-10-22T06:56:52|27.7913|87.8421|81.2|ISC|ISC|ISC|601843943|mb|3.6|ISC|NEPAL
8881515|2012-10-20T18:27:07|28.4347|91.9531|10.0|ISC|ISC|ISC|601842408|mb|4.2|NEIC|XIZANG
8878689|2012-10-18T05:32:18|25.67|91.785|11.5|NDI|ISC|ISC|606594795|ML|3.2|NDI|INDIA-BANGLADESH BORDER REGION
8875767|2012-10-15T15:13:59|29.4582|84.6246|0.0|IDC|ISC|ISC|601998348|mb|3.5|IDC|XIZANG
8871146|2012-10-11T13:56:04|27.985|88.296|25.0|NDI|ISC|ISC|606594704|ML|3.2|NDI|SIKKIM, INDIA
8849105|2012-09-21T20:49:53|27.1688|88.5651|0.0|IDC|ISC|ISC|601738137|mb|3.1|IDC|SIKKIM, INDIA
8846893|2012-09-20T01:38:23|24.189|91.704|12.3|NDI|ISC|ISC|603909583|ML|3.0|NDI|INDIA-BANGLADESH BORDER REGION
8845288|2012-09-18T18:08:54|26.044|90.612|20.0|NDI|ISC|ISC|603909435|ML|3.2|NDI|NORTHEASTERN INDIA
8845002|2012-09-18T12:26:19|27.3549|88.6697|5.9|ISC|ISC|ISC|601725124|mb|4.6|NEIC|SIKKIM, INDIA
8843792|2012-09-17T09:45:52|28.6765|82.3172|35.0|ISC|ISC|ISC|601863704|mb|3.8|ISC|NEPAL
8833622|2012-09-08T15:41:49|29.881|88.0515|37.0|ISC|ISC|ISC|601698211|mb|3.6|ISC|XIZANG
8831373|2012-09-06T18:27:10|25.4879|91.0861|34.6|ISC|ISC|ISC|601777918|mb|4.5|NEIC|INDIA-BANGLADESH BORDER REGION
8827379|2012-09-03T13:30:31|27.1538|90.3308|35.0|ISC|ISC|ISC|601833330|mb|3.3|ISC|BHUTAN
8822349|2012-08-30T14:11:12|28.7073|82.4123|13.6|ISC|ISC|ISC|601755624|mb|3.7|ISC|NEPAL
8821436|2012-08-29T19:54:20|28.444|82.7008|35.0|ISC|ISC|ISC|601755577|mb|3.9|ISC|NEPAL
8819828|2012-08-28T08:31:24|28.8003|82.0019|10.0|ISC|ISC|ISC|601702753|mb|4.6|NEIC|NEPAL
8815133|2012-08-24T03:55:51|28.288|82.5855|23.5|ISC|ISC|ISC|601615616|mb|4.4|NEIC|NEPAL
8814996|2012-08-24T00:17:14|28.3881|82.6375|35.0|ISC|ISC|ISC|601667508|mb|4.0|NEIC|NEPAL
8814678|2012-08-23T16:30:21|28.4196|82.6747|23.9|ISC|ISC|ISC|601614687|MW|5.0|GCMT|NEPAL
8813320|2012-08-22T10:23:36|24.3605|90.9492|14.5|ISC|ISC|ISC|601766296|mb|3.3|IDC|BANGLADESH
8800656|2012-08-11T15:44:41|28.5504|86.8871|58.9|ISC|ISC|ISC|601554128|mb|4.2|ISC|XIZANG
8798449|2012-08-09T13:55:27|28.5087|86.8208|34.0|ISC|ISC|ISC|601551086|mb|3.8|ISC|XIZANG
8798415|2012-08-09T13:12:04|28.4425|86.7939|67.1|ISC|ISC|ISC|601533522|mb|4.7|NEIC|XIZANG
8793984|2012-08-05T06:36:49|24.7944|91.8322|38.5|ISC|ISC|ISC|601713614|mb|4.2|NEIC|INDIA-BANGLADESH BORDER REGION
8790464|2012-08-01T19:50:04|29.964|85.468|35.0|ISC|ISC|ISC|601519910|mb|4.5|NEIC|XIZANG
8789093|2012-07-31T12:05:09|28.6986|82.3427|0.0|IDC|ISC|ISC|601650823|mb|3.7|IDC|NEPAL
8789086|2012-07-31T11:58:31|28.6454|82.4026|32.3|ISC|ISC|ISC|601506093|mb|4.4|NEIC|NEPAL
8789079|2012-07-31T11:50:53|28.5823|82.3679|25.3|ISC|ISC|ISC|601503247|mb|4.5|NEIC|NEPAL
8785587|2012-07-28T05:48:07|29.8516|80.599|23.0|ISC|ISC|ISC|601483976|mb|4.6|NEIC|NEPAL-INDIA BORDER REGION
8779439|2012-07-23T00:15:11|29.7614|87.8503|37.0|ISC|ISC|ISC|601467867|mb|4.3|NEIC|XIZANG
8779037|2012-07-22T16:44:21|29.9104|87.9374|32.0|ISC|ISC|ISC|601456942|MW|5.0|GCMT|XIZANG
8773774|2012-07-17T21:21:03|24.805|91.962|34.1|NDI|ISC|ISC|606544371|ML|3.3|NDI|INDIA-BANGLADESH BORDER REGION
8766765|2012-07-11T17:23:28|29.462|81.3255|27.0|ISC|ISC|ISC|601505975|mb|4.1|NEIC|NEPAL
8756763|2012-07-03T19:11:42|29.9577|88.0883|22.5|ISC|ISC|ISC|601237316|MW|4.9|GCMT|XIZANG
8754661|2012-07-02T01:47:49|29.9356|87.9652|37.0|ISC|ISC|ISC|601237192|mb|4.3|NEIC|XIZANG
8751084|2012-06-29T05:29:57|24.1502|91.9096|8.1|ISC|ISC|ISC|601472229|mb|3.5|ISC|INDIA-BANGLADESH BORDER REGION
8745771|2012-06-25T06:09:58|24.8681|91.8262|19.4|ISC|ISC|ISC|601475728|mb|3.5|ISC|INDIA-BANGLADESH BORDER REGION
8738340|2012-06-18T19:35:11|25.9557|90.4905|30.4|ISC|ISC|ISC|606347536|ML|3.2|NDI|INDIA-BANGLADESH BORDER REGION
8735640|2012-06-16T15:07:53|27.2976|91.7026|11.6|ISC|ISC|ISC|601475244|mb|3.7|ISC|BHUTAN
8734632|2012-06-15T16:15:03|28.6231|81.7602|35.0|ISC|ISC|ISC|601475183|mb|3.5|ISC|NEPAL-INDIA BORDER REGION
8728753|2012-06-11T04:35:55|27.2675|88.2007|14.3|ISC|ISC|ISC|601118848|mb|4.5|NEIC|SIKKIM, INDIA
8726643|2012-06-09T11:59:59|28.4517|86.7761|10.0|ISC|ISC|ISC|601112897|mb|3.8|ISC|XIZANG
8726417|2012-06-09T07:54:10|28.2945|84.0924|18.9|ISC|ISC|ISC|601111779|mb|4.8|NEIC|NEPAL
8724551|2012-06-07T19:38:58|24.9346|91.1971|35.0|ISC|ISC|ISC|606347454|ML|3.3|NDI|INDIA-BANGLADESH BORDER REGION
8713519|2012-05-30T09:34:37|27.8283|88.1904|0.0|IDC|ISC|ISC|601202342|mb|3.4|IDC|SIKKIM, INDIA
8713083|2012-05-30T01:54:28|27.3269|88.0558|19.4|ISC|ISC|ISC|601071846|mb|4.3|NEIC|SIKKIM, INDIA
8709864|2012-05-27T15:01:28|26.6306|91.4882|44.4|ISC|ISC|ISC|601068902|mb|4.3|NEIC|NORTHEASTERN INDIA
8705064|2012-05-23T20:27:27|27.0171|88.8378|17.0|ISC|ISC|ISC|601038526|mb|3.9|ISC|SIKKIM, INDIA
8696778|2012-05-17T03:31:22|29.6086|81.1417|0.0|IDC|ISC|ISC|601215330|mb|3.9|IDC|NEPAL
8696327|2012-05-16T17:43:01|25.2113|91.3984|6.3|ISC|ISC|ISC|605737003|ML|3.0|NDI|INDIA-BANGLADESH BORDER REGION
8683451|2012-05-06T08:10:54|29.651|80.777|15.0|NDI|ISC|ISC|603335864|ML|3.1|NDI|NEPAL-INDIA BORDER REGION
8682058|2012-05-05T03:25:01|28.3665|83.7221|54.0|ISC|ISC|ISC|601214589|mb|3.6|ISC|NEPAL
8679165|2012-05-02T19:57:38|27.0559|91.9751|0.0|IDC|ISC|ISC|601214418|mb|3.2|IDC|BHUTAN
4929338|2012-04-29T21:53:41|28.1456|88.0908|35.0|ISC|ISC|ISC|601106966|mb|3.8|ISC|XIZANG
4906167|2012-04-11T02:52:53|29.6531|81.4059|27.0|ISC|ISC|ISC|601104774|mb|3.6|ISC|NEPAL
3336823|2012-03-27T23:40:12|26.0069|87.7014|30.5|ISC|ISC|ISC|600826553|mb|5.0|NEIC|NEPAL-INDIA BORDER REGION
3338819|2012-03-19T20:36:23|28.8469|82.225|35.0|ISC|ISC|ISC|600955682|mb|4.3|NEIC|NEPAL
4878154|2012-03-18T13:56:37|27.9386|86.8405|10.0|ISC|ISC|ISC|600955578|mb|3.8|ISC|NEPAL
4860974|2012-03-04T21:21:32|25.5302|91.0651|0.8|ISC|ISC|ISC|600954561|mb|3.1|ISC|INDIA-BANGLADESH BORDER REGION
3337620|2012-03-01T17:25:46|27.4698|91.3086|31.9|ISC|ISC|ISC|600762352|mb|4.6|NEIC|BHUTAN
3335175|2012-02-26T23:08:44|29.6138|81.0045|17.0|ISC|ISC|ISC|600719788|mb|4.4|NEIC|NEPAL
4852452|2012-02-26T23:06:00|29.5294|81.1473|17.0|ISC|ISC|ISC|600846350|mb|3.7|ISC|NEPAL
4852440|2012-02-26T22:56:52|29.4881|81.1457|17.0|ISC|ISC|ISC|600846348|mb|3.7|ISC|NEPAL
4850395|2012-02-25T08:45:55|26.2933|88.9185|13.1|ISC|ISC|ISC|600846178|mb|3.7|ISC|INDIA-BANGLADESH BORDER REGION
4845555|2012-02-21T07:05:45|27.5157|88.1549|10.0|ISC|ISC|ISC|600845843|mb|3.7|ISC|SIKKIM, INDIA
4837167|2012-02-14T13:48:43|27.2611|88.1069|20.0|ISC|ISC|ISC|600845332|mb|3.5|ISC|SIKKIM, INDIA
4837157|2012-02-14T13:41:23|27.1966|87.9001|20.0|ISC|ISC|ISC|600845331|mb|3.5|ISC|NEPAL
4826755|2012-02-05T20:06:04|27.0287|87.988|36.0|ISC|ISC|ISC|600844526|mb|3.4|ISC|NEPAL
4802675|2012-01-28T09:25:13|28.0693|87.2048|1.0|ISC|ISC|ISC|600723621|mb|3.7|ISC|XIZANG
4800595|2012-01-26T22:35:34|26.9521|91.2289|0.0|IDC|ISC|ISC|600269575|mb|3.2|IDC|NORTHEASTERN INDIA
3333777|2012-01-19T00:46:51|29.4743|82.023|32.3|ISC|ISC|ISC|600291740|mb|4.0|NEIC|NEPAL
4790354|2012-01-18T14:12:52|27.342|88.623|17.0|NDI|ISC|ISC|600213976|ML|3.4|NDI|SIKKIM, INDIA
4790171|2012-01-18T11:16:26|26.4878|86.381|36.6|ISC|ISC|ISC|601015246|mb|3.5|ISC|NEPAL-INDIA BORDER REGION
4789070|2012-01-17T15:49:04|28.1064|81.5193|0.0|IDC|ISC|ISC|600733907|mb|3.5|IDC|NEPAL-INDIA BORDER REGION
4787320|2012-01-16T05:01:19|29.7172|78.9071|5.2|ISC|ISC|ISC|600733799|mb|3.6|ISC|NORTHERN INDIA
4781794|2012-01-11T08:59:42|28.8514|81.8361|10.0|ISC|ISC|ISC|600733488|mb|3.6|ISC|NEPAL-INDIA BORDER REGION
4774495|2012-01-04T21:28:32|29.2361|85.8862|35.0|ISC|ISC|ISC|600733063|mb|3.3|ISC|XIZANG
4762971|2011-12-30T06:14:25|28.5109|87.7492|31.6|ISC|ISC|ISC|600131621|mb|4.3|ISC|XIZANG
4761356|2011-12-28T23:58:50|27.4637|88.6692|10.0|DMN|ISC|ISC|600129917|Ml|4.6|DMN|SIKKIM, INDIA
4749095|2011-12-18T21:35:25|27.8615|88.2054|56.6|ISC|ISC|ISC|600129839|mb|3.8|ISC|SIKKIM, INDIA
3333509|2011-12-14T20:20:57|27.6897|88.0951|82.4|ISC|ISC|ISC|600057143|mb|4.0|NEIC|SIKKIM, INDIA
4737800|2011-12-09T22:56:58|27.972|88.156|33.0|NDI|ISC|ISC|602413826|ML|3.7|NDI|SIKKIM, INDIA
4736284|2011-12-08T17:40:36|28.5529|83.1295|10.0|ISC|ISC|ISC|600221733|mb|3.7|ISC|NEPAL
4712460|2011-11-23T00:26:25|28.2494|81.5158|10.0|ISC|ISC|ISC|600081562|mb|3.9|IDC|NEPAL-INDIA BORDER REGION
3329764|2011-11-12T23:46:55|28.1754|84.8941|40.1|ISC|ISC|ISC|17536371|mb|4.2|NEIC|NEPAL
4696540|2011-11-11T09:57:32|26.6892|89.3842|23.2|ISC|ISC|ISC|600087151|mb|3.9|ISC|INDIA-BANGLADESH BORDER REGION
4692546|2011-11-08T12:41:34|26.2724|90.5463|28.1|ISC|ISC|ISC|600086974|mb|3.9|ISC|NORTHEASTERN INDIA
4688004|2011-11-05T04:45:05|24.4851|90.2331|35.0|ISC|ISC|ISC|17540040|mb|3.3|ISC|BANGLADESH
4685945|2011-11-03T19:37:20|29.619|80.5846|19.0|ISC|ISC|ISC|600086630|mb|3.5|ISC|NEPAL-INDIA BORDER REGION
4677959|2011-10-29T01:49:07|27.491|88.4454|10.0|ISC|ISC|ISC|600086320|mb|3.5|ISC|SIKKIM, INDIA
4677889|2011-10-29T00:43:54|27.6985|88.399|4.4|ISC|ISC|ISC|600086314|mb|3.8|ISC|SIKKIM, INDIA
3334548|2011-10-29T00:43:41|27.4249|88.5315|22.0|ISC|ISC|ISC|17539975|mb|3.4|ISC|SIKKIM, INDIA
4671131|2011-10-24T04:47:26|27.703|91.1947|10.0|ISC|ISC|ISC|600085998|mb|3.6|IDC|BHUTAN
4670046|2011-10-23T10:47:03|26.975|88.364|8.1|NDI|ISC|ISC|602429421|ML|3.4|NDI|INDIA-BANGLADESH BORDER REGION
3328911|2011-10-21T08:29:23|27.2178|91.4005|12.4|ISC|ISC|ISC|17397469|mb|4.5|NEIC|BHUTAN
4666994|2011-10-21T02:49:40|27.36|88.586|10.0|NDI|ISC|ISC|602429405|ML|3.0|NDI|SIKKIM, INDIA
4662711|2011-10-17T13:04:51|27.293|88.767|12.6|NDI|ISC|ISC|602429321|ML|3.4|NDI|SIKKIM, INDIA
4657697|2011-10-13T10:43:15|26.985|87.942|15.0|NDI|ISC|ISC|602429313|ML|3.4|NDI|NEPAL-INDIA BORDER REGION
4652621|2011-10-09T08:22:22|28.0598|87.8177|71.0|ISC|ISC|ISC|600085124|mb|3.4|ISC|XIZANG
4652587|2011-10-09T07:34:53|29.9909|80.5418|23.0|ISC|ISC|ISC|602429309|mb|3.6|IDC|NEPAL-INDIA BORDER REGION
4652244|2011-10-09T01:27:01|27.6386|88.5537|10.0|ISC|ISC|ISC|600085098|mb|3.8|ISC|SIKKIM, INDIA
3324500|2011-10-07T03:29:31|28.0104|88.2921|35.0|ISC|ISC|ISC|17432237|mb|3.8|ISC|XIZANG
4646150|2011-10-04T12:52:57|25.7775|90.1886|10.0|ISC|ISC|ISC|600084844|mb|3.5|ISC|INDIA-BANGLADESH BORDER REGION
4644915|2011-10-03T10:52:31|27.471|88.856|21.1|NDI|ISC|ISC|602429306|ML|3.4|NDI|SIKKIM, INDIA
4643865|2011-10-02T11:29:40|29.5717|81.9408|10.0|ISC|ISC|ISC|600084731|mb|3.8|ISC|NEPAL
4642330|2011-10-01T04:26:11|29.7172|81.8812|21.4|ISC|ISC|ISC|602429304|Ml|4.8|DMN|NEPAL
4633202|2011-09-26T22:24:03|27.226|88.641|10.5|NDI|ISC|ISC|601852677|ML|3.0|NDI|SIKKIM, INDIA
4627883|2011-09-22T16:44:43|27.4474|88.4694|22.0|ISC|ISC|ISC|17498308|mb|3.8|ISC|SIKKIM, INDIA
4626801|2011-09-21T21:21:41|28.002|88.455|25.0|NDI|ISC|ISC|601852673|ML|3.1|NDI|XIZANG
4626364|2011-09-21T12:20:39|28.026|87.917|30.0|NDI|ISC|ISC|601852672|ML|3.3|NDI|XIZANG
4625831|2011-09-21T01:15:07|27.864|88.74|20.6|NDI|ISC|ISC|601852670|ML|3.2|NDI|SIKKIM, INDIA
4625588|2011-09-20T19:35:26|27.411|88.976|13.9|NDI|ISC|ISC|601852669|ML|3.0|NDI|SIKKIM, INDIA
4625021|2011-09-20T08:51:27|27.9453|88.4464|10.0|ISC|ISC|ISC|17268614|mb|3.4|ISC|SIKKIM, INDIA
4624637|2011-09-20T00:22:37|27.292|88.234|19.9|NDI|ISC|ISC|601852668|ML|3.2|NDI|SIKKIM, INDIA
4624263|2011-09-19T16:28:27|27.512|88.928|25.0|NDI|ISC|ISC|601852666|ML|3.3|NDI|SIKKIM, INDIA
4623628|2011-09-19T04:35:13|27.8328|88.2582|35.0|ISC|ISC|ISC|17498073|mb|3.5|ISC|SIKKIM, INDIA
4623536|2011-09-19T02:38:15|28.063|88.575|20.0|NDI|ISC|ISC|601852665|ML|3.3|NDI|XIZANG
4623320|2011-09-18T21:51:52|27.4635|88.4896|42.3|ISC|ISC|ISC|17498050|mb|3.9|ISC|SIKKIM, INDIA
